cleaned_text,sentiment
net sales of the vegetable oil business rose to eur 10.6 mn from eur 10.1 mn .,positive
"nokia multimedia 's net sales totaled eur 5.7 bn , up 45 % from the corresponding period in 2005 .",positive
operating income rose to eur 696.4 mn from eur 600.3 mn in 2009 .,positive
"operating profit of kauppalehti group rose to eur 1.5 mn from eur 1.3 mn , and that of marketplaces to eur 1.3 mn from eur 1.0 mn in the third quarter of 2006 .",positive
operating profit rose from eur 1.94 mn to eur 2.45 mn .,positive
operating profit rose to 22.1 mln eur from 19.9 mln .,positive
operating profit rose to eur 1.6 mn from eur 1.1 mn in the corresponding period in 2006 .,positive
operating profit rose to eur 103.4 mn from eur 23.2 in the corresponding period in 2006 .,positive
operating profit rose to eur 13.5 mn from eur 9.7 mn in the corresponding period in 2006 .,positive
operating profit rose to eur 26.7 mn from eur 14.9 mn in the corresponding period in 2006 .,positive
operating profit rose to eur 27.8 mn from eur 17.5 mn in 2008 .,positive
operating profit rose to eur 3.2 mn from eur 1.0 mn in the corresponding period in 2008 .,positive
operating profit rose to eur 4.7 mn from eur 3.6 mn .,positive
operating profit rose to eur 4.7 mn from eur 4.6 mn .,positive
operating profit rose to eur 9.2 mn from eur 6.8 mn in the corresponding period in 2007 .,positive
operating profit rose to eur2 .4 m from eur1 .6 m year earlier .,positive
"operating profit surged to eur21m from eur106 ,000 .",positive
"operating profit totaled eur 37,7 mn , up slightly from eur 37.2 mn in the corresponding period in 2006 .",positive
"operating profit totaled eur 5.5 mn , up from eur -0.7 mn .",positive
"operating profit was eur 11.4 mn , up from eur 7.5 mn .",positive
"operating profit was eur 139.7 mn , up 23 % from eur 113.8 mn .",positive
"order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to eur 576 million and eur 1.7 billion for the respective january-september and july-september 2010 periods .",positive
orders received grew by 55 % year-on-year to eur732m .,positive
orion pharma 's operating profit increased by 42.5 % from 2004 .,positive
passenger volumes rose by 8.4 % in the accounting period .,positive
passenger-related revenue rose by 5.1 % to eur 460.8 mn from eur 438.5 mn in 2009 .,positive
"press release 9 october 2009 ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",positive
pretax profit rose to eur 0.6 mn from eur 0.4 mn in the corresponding period in 2005 .,positive
"pretax profit rose to eur 1,019 mn from eur 1,007 in the corresponding period in 2005 .",positive
pretax profit rose to eur 17.8 mn from eur 14.9 mn in 2005 .,positive
"pre-tax profit totaled eur 397.4 mn , up from eur 164.7 mn .",positive
"previously , the company had guided for ebit and sales growth of 20 pct and 10 pct respectively for this year .",positive
previously the company has estimated its operating profit to reach the level of 2005 only .,positive
"profit for the period totaled eur 39.4 mn , up from eur 33.9 mn in the corresponding period in 2006 .",positive
"profit for the period was eur 5.9 mn , up from eur 1.3 mn .",positive
"profit for the period was eur 9.8 mn , up from eur 6.0 mn in 2004 .",positive
revenue grew 12 percent to ( x20ac ) 3.6 billion ( us$ 4.5 billion ) .,positive
"revenue in july to september grew 14 percent to ( euro ) 467 million from a year earlier , the company said thursday .",positive
revenues at the same time grew 14 percent to 43 million euros .,positive
"ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",positive
"sales in latin america increased by 42 % to eur 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive
sales of clothing developed best .,positive
sanoma magazines finland 's net sales grew to eur 140.1 mn from eur 131.8 mn .,positive
"satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive
"section : regional news - the demand in finnair 's asian traffic , measured in passenger kilometers , was up 34.9 % in august compare to last year .",positive
"svyturys-utenos alus , which is controlled by the nordic group baltic beverages holding ( bbh ) , posted a 6.1 percent growth in beer sales for january-september to 101.99 million liters .",positive
that would be an increase from estimated sales of 117 million last year .,positive
the agreement expands tekla structures ' scope of use to bridge design .,positive
the aim is to increase sales by at least one fifth in 2006 .,positive
"the chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive
the company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive
the company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive
"the company is in the process of building a new fleet and has placed orders for 10 p-max tankers of 65,200 dwt .",positive
"the company 's operating income ( ebit ) totalled eur 0.0 mn , up from eur -0.3 mn year-on-year .",positive
the eps outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive
"the fair value of the investment properties totaled eur 2,534.9 mn , up from eur 2,455.1 mn in 2006 .",positive
"the finnish government announced wednesday that it sold a 32 percent stake in chemicals and fertilizer group kemira oyj for ( x20ac ) 655.6 million ( $ 890us million ) , sending the company 's share price up 6 percent .",positive
the firm generated sales of 187 mln eur in 2005 .,neutral
"the german company has also signed a code share agreement with another oneworld member -- american airlines inc , part of us-based amr corp ( nyse : amr ) .",positive
"the helsinki-based company , which also owns the salomon , atomic and suunto brands , said net profit rose 15 percent in the three months through dec. 31 to ( x20ac ) 47 million ( $ 61us million ) , from ( x20ac ) 40.8 million a year earlier .",positive
the increase in capital stock has been registered in the finnish trade register on 20 november 2006 .,positive
the operating profit for grain trading increased to eur 2.0 mn from eur 1.4 mn in 2005 .,positive
the stock rose for a second day on wednesday bringing its two-day rise to gbx12 .0 or 2.0 % .,positive
the stock rose for a third day on tuesday bringing its three-day rise to gbx10 .50 or 1.8 % .,positive
the transaction is in line with aspo 's strategy to expand in the baltic sea region and in the eastern markets .,positive
the transactions would increase earnings per share in the first quarter by some eur0 .28 .,positive
"there has been some recovery of the base metals prices and increased demand for metals in china , however .",positive
"this new representation extends comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive
"tietoenator itself uses nokia 's intellisync mobile suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive
total operating revenue grew by 27.6 % year-on-year to eur61m .,positive
vacon 's cash flow from operations grew to eur 37.1 mn from eur 21.9 mn a year ago .,positive
